180, 6, 38
181, 9, 39
182, 13, 39
183, 16, 40
183, 19, 40
184, 21, 41
185, 23, 41
186, 25, 42
186, 27, 43
187, 29, 43
188, 31, 44
189, 33, 44
189, 35, 45
190, 36, 45
191, 38, 46
192, 39, 46
192, 41, 47
193, 42, 48
194, 44, 48
194, 45, 49
195, 47, 49
196, 48, 50
197, 49, 50
197, 51, 51
198, 52, 52
199, 53, 52
199, 55, 53
200, 56, 53
201, 57, 54
201, 59, 54
202, 60, 55
203, 61, 56
203, 62, 56
204, 63, 57
205, 65, 58
205, 66, 58
206, 67, 59
207, 68, 59
207, 69, 60
208, 70, 61
208, 72, 61
209, 73, 62
210, 74, 62
210, 75, 63
211, 76, 64
211, 77, 64
212, 78, 65
213, 79, 66
213, 80, 66
214, 81, 67
214, 83, 68
215, 84, 68
216, 85, 69
216, 86, 69
217, 87, 70
217, 88, 71
218, 89, 71
218, 90, 72
219, 91, 73
219, 92, 73
220, 93, 74
220, 94, 75
221, 95, 75
221, 96, 76
222, 97, 77
222, 98, 77
223, 99, 78
223, 100, 79
224, 101, 79
224, 102, 80
225, 103, 81
225, 104, 81
226, 105, 82
226, 106, 83
227, 107, 84
227, 108, 84
228, 109, 85
228, 110, 86
229, 111, 86
229, 112, 87
230, 113, 88
230, 114, 88
230, 115, 89
231, 115, 90
231, 116, 91
232, 117, 91
232, 118, 92
232, 119, 93
233, 120, 93
233, 121, 94
234, 122, 95
234, 123, 96
234, 124, 96
235, 125, 97
235, 126, 98
236, 126, 98
236, 127, 99
236, 128, 100
237, 129, 101
237, 130, 101
237, 131, 102
238, 132, 103
238, 133, 104
238, 133, 104
239, 134, 105
239, 135, 106
239, 136, 107
239, 137, 107
240, 138, 108
240, 139, 109
240, 139, 110
241, 140, 110
241, 141, 111
241, 142, 112
241, 143, 113
242, 144, 113
242, 145, 114
242, 145, 115
242, 146, 116
243, 147, 116
243, 148, 117
243, 149, 118
243, 149, 119
243, 150, 119
244, 151, 120
244, 152, 121
244, 153, 122
244, 153, 122
244, 154, 123
245, 155, 124
245, 156, 125
245, 157, 125
245, 157, 126
245, 158, 127
245, 159, 128
246, 160, 129
246, 160, 129
246, 161, 130
246, 162, 131
246, 163, 132
246, 163, 132
246, 164, 133
246, 165, 134
247, 166, 135
247, 166, 136
247, 167, 136
247, 168, 137
247, 168, 138
247, 169, 139
247, 170, 139
247, 171, 140
247, 171, 141
247, 172, 142
247, 173, 143
247, 173, 143
247, 174, 144
247, 175, 145
247, 175, 146
247, 176, 147
247, 177, 147
247, 177, 148
247, 178, 149
247, 179, 150
247, 179, 150
247, 180, 151
247, 181, 152
247, 181, 153
247, 182, 154
247, 183, 154
247, 183, 155
247, 184, 156
247, 184, 157
247, 185, 158
247, 186, 158
247, 186, 159
247, 187, 160
247, 188, 161
247, 188, 162
247, 189, 162
246, 189, 163
246, 190, 164
246, 190, 165
246, 191, 165
246, 192, 166
246, 192, 167
246, 193, 168
245, 193, 169
245, 194, 169
245, 194, 170
245, 195, 171
245, 196, 172
245, 196, 172
244, 197, 173
244, 197, 174
244, 198, 175
244, 198, 176
244, 199, 176
243, 199, 177
243, 200, 178
243, 200, 179
243, 201, 180
243, 201, 180
242, 202, 181
242, 202, 182
242, 203, 183
242, 203, 183
241, 204, 184
241, 204, 185
241, 204, 186
240, 205, 186
240, 205, 187
240, 206, 188
240, 206, 189
239, 207, 190
239, 207, 190
239, 208, 191
238, 208, 192
238, 208, 193
238, 209, 193
237, 209, 194
237, 210, 195
237, 210, 196
236, 210, 196
236, 211, 197
236, 211, 198
235, 212, 199
235, 212, 199
234, 212, 200
234, 213, 201
234, 213, 202
233, 213, 202
233, 214, 203
232, 214, 204
232, 214, 205
231, 215, 205
231, 215, 206
231, 215, 207
230, 216, 207
230, 216, 208
229, 216, 209
229, 217, 210
228, 217, 210
228, 217, 211
227, 218, 212
227, 218, 213
226, 218, 213
226, 218, 214
225, 219, 215
225, 219, 215
224, 219, 216
224, 219, 217
223, 220, 218
223, 220, 218
222, 220, 219
222, 220, 220
221, 221, 220
220, 221, 221
220, 221, 222
219, 221, 222
219, 220, 223
218, 220, 223
218, 220, 224
217, 220, 224
217, 220, 225
216, 220, 226
216, 220, 226
215, 220, 227
215, 220, 227
214, 220, 228
214, 220, 228
213, 220, 229
213, 219, 229
212, 219, 230
212, 219, 231
211, 219, 231
211, 219, 232
210, 219, 232
210, 219, 233
209, 218, 233
208, 218, 234
208, 218, 234
207, 218, 235
207, 218, 235
206, 218, 235
206, 217, 236
205, 217, 236
205, 217, 237
204, 217, 237
203, 217, 238
203, 216, 238
202, 216, 239
202, 216, 239
201, 216, 240
201, 215, 240
200, 215, 240
199, 215, 241
199, 215, 241
198, 214, 242
198, 214, 242
197, 214, 242
196, 214, 243
196, 213, 243
195, 213, 243
195, 213, 244
194, 213, 244
193, 212, 245
193, 212, 245
192, 212, 245
191, 211, 246
191, 211, 246
190, 211, 246
190, 210, 247
189, 210, 247
188, 210, 247
188, 209, 247
187, 209, 248
186, 209, 248
186, 208, 248
185, 208, 249
185, 208, 249
184, 207, 249
183, 207, 249
183, 207, 250
182, 206, 250
181, 206, 250
181, 205, 250
180, 205, 251
179, 205, 251
179, 204, 251
178, 204, 251
177, 203, 251
177, 203, 252
176, 203, 252
175, 202, 252
175, 202, 252
174, 201, 252
173, 201, 253
173, 200, 253
172, 200, 253
171, 200, 253
171, 199, 253
170, 199, 253
169, 198, 254
169, 198, 254
168, 197, 254
167, 197, 254
167, 196, 254
166, 196, 254
165, 195, 254
165, 195, 254
164, 194, 254
163, 194, 254
163, 193, 255
162, 193, 255
161, 192, 255
161, 192, 255
160, 191, 255
159, 191, 255
159, 190, 255
158, 190, 255
157, 189, 255
157, 189, 255
156, 188, 255
155, 188, 255
155, 187, 255
154, 187, 255
153, 186, 255
152, 185, 255
152, 185, 255
151, 184, 255
150, 184, 255
150, 183, 255
149, 183, 255
148, 182, 255
148, 181, 255
147, 181, 255
146, 180, 254
146, 180, 254
145, 179, 254
144, 178, 254
144, 178, 254
143, 177, 254
142, 177, 254
141, 176, 254
141, 175, 254
140, 175, 254
139, 174, 253
139, 173, 253
138, 173, 253
137, 172, 253
137, 171, 253
136, 171, 253
135, 170, 253
135, 170, 252
134, 169, 252
133, 168, 252
133, 168, 252
132, 167, 252
131, 166, 251
130, 166, 251
130, 165, 251
129, 164, 251
128, 164, 250
128, 163, 250
127, 162, 250
126, 161, 250
126, 161, 250
125, 160, 249
124, 159, 249
124, 159, 249
123, 158, 248
122, 157, 248
122, 157, 248
121, 156, 248
120, 155, 247
120, 154, 247
119, 154, 247
118, 153, 246
117, 152, 246
117, 152, 246
116, 151, 245
115, 150, 245
115, 149, 245
114, 149, 244
113, 148, 244
113, 147, 244
112, 146, 243
111, 146, 243
111, 145, 242
110, 144, 242
109, 143, 242
109, 143, 241
108, 142, 241
107, 141, 240
107, 140, 240
106, 140, 240
105, 139, 239
105, 138, 239
104, 137, 238
103, 136, 238
103, 136, 237
102, 135, 237
101, 134, 236
101, 133, 236
100, 133, 236
100, 132, 235
99, 131, 235
98, 130, 234
98, 129, 234
97, 129, 233
96, 128, 233
96, 127, 232
95, 126, 232
94, 125, 231
94, 125, 230
93, 124, 230
92, 123, 229
92, 122, 229
91, 121, 228
91, 121, 228
90, 120, 227
89, 119, 227
89, 118, 226
88, 117, 226
87, 116, 225
87, 116, 224
86, 115, 224
86, 114, 223
85, 113, 223
84, 112, 222
84, 111, 221
83, 111, 221
82, 110, 220
82, 109, 219
81, 108, 219
81, 107, 218
80, 106, 218
79, 106, 217
79, 105, 216
78, 104, 216
78, 103, 215
77, 102, 214
76, 101, 214
76, 101, 213
75, 100, 212
74, 99, 212
74, 98, 211
73, 97, 210
73, 96, 210
72, 95, 209
71, 95, 208
71, 94, 207
70, 93, 207
70, 92, 206
69, 91, 205
69, 90, 205
68, 89, 204
67, 89, 203
67, 88, 202
66, 87, 202
66, 86, 201
65, 85, 200
64, 84, 199
64, 83, 199
63, 83, 198
63, 82, 197
62, 81, 196
62, 80, 196
61, 79, 195
60, 78, 194
60, 77, 193
59, 76, 192
